"username","sID","category","subCategory"
"Snehal","183","10","a"
"Snehal","184","14","b"
"Snehal","185","4","a"
"Snehal","185","14","a"
"Snehal","186","15","f"
"Snehal","187","2","g"
"Snehal","187","14","g"
"Snehal","188","2","a"
"Snehal","188","2","e"
"Snehal","189","1","d"
"Snehal","189","15","d"
"Snehal","190","1","a"
"Snehal","190","1","b"
"Snehal","191","2","g"
"Snehal","191","15","e"
"Snehal","192","2","g"
"Snehal","193","5","d"
"Snehal","194","6","a"
"Snehal","194","14","b"
"Snehal","195","7","b"
"Snehal","195","7","c"
"Snehal","195","7","e"
"Snehal","196","2","c"
"Snehal","196","6","a"
"Snehal","197","14","b"
"Snehal","198","13","c"
"Snehal","199","2","a"
"Snehal","199","4","a"
"Snehal","199","4","d"
"Snehal","200","2","a"
"Snehal","200","2","g"
"Snehal","201","2","c"
"Snehal","201","6","a"
"Snehal","202","14","c"
"Snehal","202","14","e"
"Snehal","203","14","b"
"Snehal","204","2","g"
"Snehal","204","8","d"
"Snehal","204","8","e"
"Snehal","205","1","b"
"Snehal","205","1","c"
"Snehal","206","14","e"
"Snehal","206","14","h"
"Snehal","207","14","b"
"Snehal","207","14","h"
"Snehal","208","2","a"
"Snehal","208","2","c"
"Snehal","209","14","b"
"Snehal","209","14","h"
"Snehal","210","14","b"
"Snehal","210","14","h"
"Snehal","211","8","h"
"Snehal","211","14","g"
"Snehal","212","2","c"
"Snehal","212","2","g"
"Snehal","212","8","b"
"Snehal","212","8","f"
"Snehal","213","1","b"
"Snehal","214","1","a"
"Snehal","215","1","b"
"Snehal","216","1","b"
"Snehal","216","1","c"
"Snehal","217","7","b"
"Snehal","217","7","c"
"Snehal","217","7","f"
"Snehal","217","15","b"
"Snehal","218","2","g"
"snehal","219","14","b"
"snehal","220","4","a"
"snehal","220","10","b"
"snehal","221","1","a"
"snehal","221","1","b"
"snehal","221","2","g"
"snehal","221","5","d"
"snehal","221","7","b"
"snehal","221","7","c"
"snehal","222","2","g"
"snehal","222","4","d"
"snehal","223","2","g"
"snehal","224","2","g"
"snehal","225","1","b"
"snehal","225","1","c"
"snehal","226","2","c"
"snehal","226","2","g"
"snehal","226","10","a"
"snehal","226","10","g"
"snehal","226","15","d"
"snehal","227","5","d"
"snehal","227","10","c"
"snehal","228","2","g"
"snehal","228","6","a"
"snehal","229","10","c"
"snehal","230","8","c"
"snehal","230","10","c"
"snehal","231","15","d"
"snehal","232","2","g"
"snehal","232","4","a"
"snehal","232","12","a"
"snehal","233","2","e"
"snehal","233","2","g"
"snehal","233","10","a"
"snehal","233","10","f"
"snehal","234","1","c"
"snehal","234","10","f"
"snehal","235","1","a"
"snehal","235","1","b"
"snehal","235","1","c"
"snehal","235","2","c"
"snehal","235","2","g"
"snehal","235","6","a"
"snehal","235","8","e"
"snehal","235","14","c"
"snehal","235","14","e"
"snehal","237","2","g"
"snehal","237","14","d"
"snehal","237","14","e"
"snehal","238","2","g"
"snehal","238","7","c"
"snehal","239","1","a"
"snehal","240","10","c"
"snehal","241","10","c"
"snehal","242","15","d"
"snehal","243","4","a"
"snehal","243","12","a"
"snehal","244","1","a"
"snehal","245","2","g"
"snehal","246","2","a"
"snehal","246","2","g"
"snehal","247","8","b"
"snehal","247","14","h"
"snehal","248","7","e"
"snehal","249","1","a"
"snehal","250","4","a"
"snehal","251","4","a"
"snehal","252","2","g"
"snehal","253","2","c"
"snehal","254","7","c"
"snehal","254","15","d"
"snehal","255","2","a"
"snehal","255","7","g"
"snehal","255","7","h"
"snehal","256","2","g"
"snehal","256","10","a"
"snehal","257","2","g"
"snehal","258","2","g"
"snehal","259","2","g"
"snehal","259","15","e"
"snehal","260","2","g"
"snehal","261","10","i"
"snehal","262","10","h"
"snehal","263","1","a"
"snehal","264","1","a"
"snehal","264","2","c"
"snehal","264","2","g"
"snehal","264","14","b"
"snehal","265","2","g"
"snehal","266","2","g"
"snehal","266","3","a"
"snehal","266","3","b"
"snehal","267","2","c"
"snehal","267","2","g"
"snehal","267","6","a"
"snehal","267","10","a"
"snehal","267","14","e"
"snehal","267","14","g"
"snehal","268","15","b"
"snehal","269","10","a"
"snehal","269","10","f"
"snehal","270","2","a"
"snehal","270","2","f"
"snehal","271","10","c"
"snehal","271","10","f"
"snehal","271","10","g"
"snehal","272","13","e"
"snehal","273","2","g"
"snehal","273","13","e"
"snehal","274","7","b"
"snehal","274","7","c"
"snehal","275","3","b"
"snehal","275","14","b"
"snehal","275","14","d"
"snehal","276","2","a"
"snehal","276","3","b"
"snehal","276","14","d"
"snehal","276","14","e"
"snehal","277","2","g"
"snehal","278","1","b"
"snehal","278","2","g"
"snehal","279","10","c"
"snehal","280","2","c"
"snehal","280","10","a"
"snehal","280","10","f"
"snehal","280","15","b"
"snehal","281","1","b"
"snehal","281","1","c"
"snehal","282","6","a"
"snehal","283","2","g"
"snehal","284","2","e"
"snehal","284","2","g"
"snehal","285","2","e"
"snehal","285","2","g"
"snehal","286","1","d"
"snehal","286","1","e"
"snehal","286","2","g"
"snehal","287","2","g"
"snehal","287","7","b"
"snehal","288","2","e"
"snehal","289","2","c"
"snehal","289","6","a"
"snehal","290","2","a"
"snehal","290","6","a"
"snehal","291","6","a"
"snehal","292","2","g"
"snehal","292","6","a"
"snehal","292","14","b"
"snehal","293","2","g"
"snehal","294","10","f"
"snehal","295","2","g"
"snehal","296","15","f"
"snehal","297","2","e"
"snehal","298","13","d"
"snehal","299","1","b"
"snehal","300","2","c"
"snehal","300","6","a"
"snehal","300","14","b"
"snehal","300","14","c"
"snehal","300","14","e"
"snehal","301","10","g"
"snehal","302","1","a"
"snehal","302","1","c"
"snehal","303","2","c"
"snehal","303","15","b"
"snehal","304","10","g"
"snehal","305","10","g"
"snehal","306","10","g"
"snehal","307","1","a"
"snehal","307","2","a"
"snehal","307","2","c"
"snehal","308","3","a"
"snehal","308","3","d"
"snehal","308","10","c"
"snehal","309","1","a"
"snehal","309","1","b"
"snehal","310","1","e"
"snehal","311","2","c"
"snehal","311","2","e"
"snehal","312","2","g"
"snehal","313","7","a"
"snehal","314","2","c"
"snehal","314","2","g"
"snehal","314","15","b"
"snehal","314","15","c"
"snehal","314","15","f"
"snehal","315","10","a"
"snehal","316","2","g"
"snehal","317","2","c"
"snehal","317","2","g"
"snehal","318","1","c"
"snehal","318","2","e"
"snehal","318","2","g"
"snehal","318","10","c"
"snehal","318","10","g"
"snehal","319","2","c"
"snehal","319","7","c"
"snehal","319","10","i"
"snehal","320","1","a"
"snehal","321","2","g"
